Pais,SICCODE_Codigo,Descripcion,Riesgo,Codseccion,Descrip seccion
PAN,520,"NEGOCIO QUE SURTE EFECTOS A TRAVÉS DE INTERNET(APUESTAS,ETC)",Bajo,NULL,NULL
PAN,521,NA,Medio,NULL,NULL
PAN,530," ADM. INVERSIONISTAS DE BIENES Y FONDOS (S.A., FID. FUNDACIÓ",NULL,NULL,NULL
PAN,540,INVERSIONISTA DOCUMENTADO(PERSONA NATURAL O JURÍDICO),Medio,NULL,NULL
PAN,550,SIN TRABAJO/SIN ACTIVIDAD ECONOMICA CONOCIDA,NULL,NULL,NULL
PAN,560,INDEPENDIENTE,NULL,NULL,NULL
PAN,570,CUSTODIA Y TRASLADO DE VALORES,Bajo,NULL,NULL
PAN,580,SERVICIOS DE VIGILANCIA Y SEGURIDAD PRIVADA,Medio,NULL,NULL
PAN,590,SUMINISTRO Y SERVICIO TECNICO DE EQUIPOS DE TECNOLOGIA,Bajo,NULL,NULL
PAN,600,ACTIVIDADES DEPORTIVAS Y RECREATIVAS,Alto,NULL,NULL
PAN,610,AGENCIAS DE EMPLEO,Medio,NULL,NULL
PAN,620,ACTIVIDADES DE CENTROS DE LLAMADAS,Bajo,NULL,NULL
PAN,630,SERVICIOS PARA TRANSPORTE MARITIMO,Medio,NULL,NULL
PAN,640,INSTALACIONES ELECTRICAS,Bajo,NULL,NULL
PAN,650,ACTIVIDADES DE LIMPIEZA EN GENERAL,Medio,NULL,NULL
PAN,660,SERVICIOS DE INGENIERIA,Medio,NULL,NULL
PAN,670,ADMINISTRACION DE EDIFICIOS Y PH,Bajo,NULL,NULL
PAN,14401,NA,Medio,NULL,NULL
SAL,-1000,Sin Sector Asignado,Alto,NULL,NULL
SAL,10,CONSTRUCCION,NULL,NULL,NULL
SAL,20,CRIA DE ANIMALES DOMESTICOS,NULL,NULL,NULL
SAL,40,"""SILVICULTURA, EXTRACCION DE MADERA SERVICIOS RELACIONADOS""",Bajo,NULL,NULL
SAL,50,PESCA,NULL,NULL,NULL
SAL,60,EXPLOTACION DE MINAS Y CANTERAS,NULL,NULL,NULL
SAL,70,CONSTRUCCION,Medio,NULL,NULL
SAL,80,FABRICACION DE PRODUCTOS ALIMENTICIOS,Bajo,NULL,NULL
SAL,90,FABRICACION DE ROPAS Y OTROS PRODUCTOS TEXTILES,Medio,NULL,NULL
SAL,100,FABRICACION DE OTROS PRODUCTOS NO CLASIFICADOS ANTERIORMENTE,Medio,NULL,NULL
SAL,110,PUBLICACIONES Y SERVICIOS DE IMPRESION (PERIOD. REVIS.EDI,Medio,NULL,NULL
SAL,120,TRANSPORTE,Medio,NULL,NULL
SAL,130,COMUNICACIONES,Bajo,NULL,NULL
SAL,140,"""ELECTRICIDAD,GAS Y AGUA""",Bajo,NULL,NULL
SAL,150,VENTA DE MERCANCIAS DURABLES,Bajo,NULL,NULL
SAL,160,VENTA DE MERCANCIAS NO DURABLES,Bajo,NULL,NULL
SAL,170,ACTIVIDAD COMERCIAL EN ZONAS FRANCAS,Medio,NULL,NULL
SAL,180,TIENDAS DE MERCANCIAS,Medio,NULL,NULL
SAL,190,FINANCIERO Y SEGUROS,Medio,NULL,NULL
SAL,200,HOTELES Y RESTAURANTES,Alto,NULL,NULL
SAL,210,OTROS SERVICIOS,Medio,NULL,NULL
SAL,220,EDUCACION PUBLICA,Bajo,NULL,NULL
SAL,230,EDUCACION PRIVADA,Bajo,NULL,NULL
SAL,240,SALUD PUBLICA,Bajo,NULL,NULL
SAL,250,SALUD PRIVADA,Bajo,NULL,NULL
SAL,260,ACTIVIDADES DEL GOBIERNO,Bajo,NULL,NULL
SAL,270,EMPRESAS DE TELECOMUNICACIONES,Alto,NULL,NULL
SAL,280,ABOGADO INDEPENDIENTE (DOCUMENTADO),Medio,NULL,NULL
SAL,290,EMPRESAS COMERCIALIZADORAS DE EQUIPOS E INSUMOS MÉDICOS,Bajo,NULL,NULL
SAL,300,EMPLEO INFORMAL,NULL,NULL,NULL
SAL,310,CASA DE VALORES,NULL,NULL,NULL
SAL,320,INDEPENDIENTES,NULL,NULL,NULL
SAL,330,INGRESOS PROVENIENTES DEL EXTERIOR,NULL,NULL,NULL
SAL,340,EMPRESAS FINANCIERAS O COOPERATIVAS,Bajo,NULL,NULL
SAL,350,FALLECIDO,NULL,NULL,NULL
SAL,360,CONTADOR INDEPENDIENTE (DOCUMENTADO),Medio,NULL,NULL
SAL,380,FIRMA DE CONTADORES,Medio,NULL,NULL
SAL,390,EMPRESA DE BIENES RAÍCES,Medio,NULL,NULL
SAL,400,PENSIONADOS Y JUBILADOS,NULL,NULL,NULL
SAL,410,ALMACENAMIENTO Y TRANSPORTE DE MERCANCIAS,Bajo,NULL,NULL
SAL,420,SERVICIOS COMERCIALES (CONSULTORIA-ASESORIAS),Bajo,NULL,NULL
SAL,430,LAVANDERIAS Y/O DRY CLEANING,Bajo,NULL,NULL
SAL,440,ORGANIZACIONES RELIGIOSAS,Bajo,NULL,NULL
SAL,450,SERVICIOS SOCIALES (SIN ANIMO DE LUCRO),Bajo,NULL,NULL
SAL,460,AGENCIAS INFORMACION COMERCIAL (INV MDOS),Bajo,NULL,NULL
SAL,470,PROGRAMACION DE ORDENADORES Y  DESARROLLO SOFTWARE,Bajo,NULL,NULL
SAL,480,SERVICIOS DE SEGURIDAD EN GRAL,Bajo,NULL,NULL
SAL,490,AGENCIAS DE EMPREO PROVISIONAL (OUTSORCING),Bajo,NULL,NULL
SAL,500,"SERVICIOS DE TALLER, REPARACIÓN Y MANTENIMIENTO",Bajo,NULL,NULL
SAL,510,AGENCIAS DE VIAJES,Bajo,NULL,NULL
SAL,520,SERVICIOS FUNEBRES,Bajo,NULL,NULL
