Pais,Codigo,Sectores
"CFC  ","1846      ",4210
"CFC  ","1847      ",4520
"CFC  ","1848      ",4111
"CFC  ","1849      ",4631
"CFC  ","185       ",7820
"CFC  ","1850      ",7490
"CFC  ","1851      ",1513
"CFC  ","1852      ",1410
"CFC  ","1853      ",4669
"CFC  ","1854      ",5229
"CFC  ","1855      ",9412
"CFC  ","1856      ",2750
"CFC  ","1857      ",2221
"CFC  ","1858      ",4690
"CFC  ","1859      ",6202
"CFC  ","186       ",3812
"CFC  ","1860      ",4773
"CFC  ","1861      ",4663
"CFC  ","1862      ",2229
"CFC  ","1863      ",4921
"CFC  ","1864      ",4669
"CFC  ","1865      ",7110
"CFC  ","1866      ",8699
"CFC  ","1867      ",4111
"CFC  ","1868      ",4645
"CFC  ","1869      ",6910
"CFC  ","187       ",1521
"CFC  ","1870      ",0
"CFC  ","1871      ",4290
"CFC  ","1872      ",6920
"CFC  ","1873      ",2100
"CFC  ","1874      ",2023
"CFC  ","1875      ",8413
"CFC  ","1876      ",8020
"CFC  ","1877      ",6810
"CFC  ","1878      ",8691
"CFC  ","1879      ",8530
"CFC  ","188       ",4923
"CFC  ","1880      ",7020
"CFC  ","1881      ",8699
"CFC  ","1882      ",6810
"CFC  ","1883      ",4690
"CFC  ","1884      ",7310
"CFC  ","1885      ",7110
"CFC  ","1886      ",4631
"CFC  ","1887      ",6810
"CFC  ","1888      ",6810
"CFC  ","1889      ",7320
"CFC  ","189       ",7020
"CFC  ","1890      ",4645
"CFC  ","1891      ",4690
"CFC  ","1892      ",610
"CFC  ","1893      ",4631
"CFC  ","1894      ",6511
"CFC  ","1895      ",0
"CFC  ","1896      ",7010
"CFC  ","1897      ",4530
"CFC  ","1898      ",4210
"CFC  ","1899      ",4923
