Pais,Número Préstamo,Prestamo Completo formula,Prestamo completo valor,Categoría
PAN,02-P-010746,02-P-010746,,B-2
PAN,02-P-010748,02-P-010748,,A-1
PAN,02-P-010750,02-P-010750,,B-1
PAN,02-P-010752,02-P-010752,,B-1
PAN,02-P-010754,02-P-010754,,B-2
PAN,02-P-010756,02-P-010756,,A-1
PAN,02-P-010758,02-P-010758,,A-1
PAN,02-P-010760,02-P-010760,,B-2
PAN,02-P-010761,02-P-010761,,B-4
PAN,02-P-010768,02-P-010768,,B-4
PAN,02-P-010775,02-P-010775,,B-1
PAN,02-P-010776,02-P-010776,,B-1
PAN,02-P-010777,02-P-010777,,A-1
PAN,02-P-010779,02-P-010779,,B-2
PAN,02-P-010780,02-P-010780,,A-1
PAN,02-P-010785,02-P-010785,,B-4
PAN,02-P-010786,02-P-010786,,B-4
PAN,02-P-010791,02-P-010791,,B-1
PAN,02-P-010795,02-P-010795,,B-1
PAN,02-P-010796,02-P-010796,,B-1
PAN,02-P-010797,02-P-010797,,B-1
PAN,02-P-010800,02-P-010800,,B-1
PAN,02-P-010801,02-P-010801,,B-1
PAN,02-P-010802,02-P-010802,,A-1
PAN,02-P-010804,02-P-010804,,B-1
PAN,02-P-010806,02-P-010806,,B-4
PAN,02-P-010809,02-P-010809,,A-1
PAN,02-P-010811,02-P-010811,,A-1
PAN,02-P-010814,02-P-010814,,B-4
PAN,02-P-010815,02-P-010815,,B-2
PAN,02-P-010817,02-P-010817,,B-1
PAN,02-P-010818,02-P-010818,,A-1
PAN,02-P-010821,02-P-010821,,B-4
PAN,02-P-010822,02-P-010822,,B-2
PAN,02-P-010826,02-P-010826,,B-4
PAN,02-P-010827,02-P-010827,,B-1
PAN,02-P-010828,02-P-010828,,B-1
PAN,02-P-010832,02-P-010832,,A-3
PAN,02-P-010833,02-P-010833,,B-1
PAN,02-P-010836,02-P-010836,,A-1
PAN,02-P-010839,02-P-010839,,A-1
PAN,02-P-010843,02-P-010843,,A-1
PAN,02-P-010846,02-P-010846,,B-1
PAN,02-P-010849,02-P-010849,,A-1
PAN,02-P-010851,02-P-010851,,B-1
PAN,02-P-010854,02-P-010854,,B-1
PAN,02-P-010857,02-P-010857,,A-1
PAN,02-P-010861,02-P-010861,,A-3
PAN,02-P-010863,02-P-010863,,B-4
PAN,02-P-010864,02-P-010864,,B-1
PAN,02-P-010865,02-P-010865,,B-1
PAN,02-P-010866,02-P-010866,,B-4
PAN,02-P-010867,02-P-010867,,B-2
PAN,02-P-010876,02-P-010876,,B-1
PAN,02-P-010878,02-P-010878,,A-3
PAN,02-P-010880,02-P-010880,,B-2
PAN,02-P-010884,02-P-010884,,B-1
PAN,02-P-010886,02-P-010886,,B-3
PAN,02-P-010888,02-P-010888,,B-4
PAN,02-P-010890,02-P-010890,,B-2
PAN,02-P-010893,02-P-010893,,A-1
PAN,02-P-010894,02-P-010894,,A-1
PAN,02-P-010897,02-P-010897,,B-2
PAN,02-P-010898,02-P-010898,,A-1
PAN,02-P-010903,02-P-010903,,B-2
PAN,02-P-010905,02-P-010905,,B-1
PAN,02-P-010909,02-P-010909,,A-3
PAN,02-P-010912,02-P-010912,,B-1
PAN,02-P-010913,02-P-010913,,B-4
PAN,02-P-010915,02-P-010915,,B-4
PAN,02-P-010916,02-P-010916,,A-1
PAN,02-P-010918,02-P-010918,,B-2
PAN,02-P-010921,02-P-010921,,B-1
PAN,02-P-010922,02-P-010922,,B-1
PAN,02-P-010923,02-P-010923,,A-1
PAN,02-P-010924,02-P-010924,,B-2
PAN,02-P-010925,02-P-010925,,A-1
PAN,02-P-010926,02-P-010926,,A-3
PAN,02-P-010928,02-P-010928,,B-4
PAN,02-P-010929,02-P-010929,,A-1
PAN,02-P-010930,02-P-010930,,B-3
PAN,02-P-010931,02-P-010931,,B-2
PAN,02-P-010932,02-P-010932,,B-2
PAN,02-P-010934,02-P-010934,,A-1
PAN,02-P-010935,02-P-010935,,A-1
PAN,02-P-010936,02-P-010936,,A-3
PAN,02-P-010937,02-P-010937,,B-1
PAN,02-P-010940,02-P-010940,,B-4
PAN,02-P-010941,02-P-010941,,A-3
PAN,02-P-010943,02-P-010943,,B-1
PAN,02-P-010946,02-P-010946,,A-1
PAN,02-P-010952,02-P-010952,,B-2
PAN,02-P-010953,02-P-010953,,B-3
PAN,02-P-010954,02-P-010954,,B-2
PAN,02-P-010959,02-P-010959,,B-1
PAN,02-P-010960,02-P-010960,,A-1
PAN,02-P-010968,02-P-010968,,B-1
PAN,02-P-010972,02-P-010972,,B-2
PAN,02-P-010973,02-P-010973,,B-2
PAN,02-P-010978,02-P-010978,,B-4
PAN,02-P-010980,02-P-010980,,A-1
PAN,02-P-010982,02-P-010982,,B-1
PAN,02-P-010986,02-P-010986,,B-4
PAN,02-P-010990,02-P-010990,,A-1
PAN,02-P-010996,02-P-010996,,B-2
PAN,02-P-010999,02-P-010999,,B-2
PAN,02-P-011000,02-P-011000,,B-4
PAN,02-P-011005,02-P-011005,,B-4
PAN,02-P-011006,02-P-011006,,B-1
PAN,02-P-011007,02-P-011007,,A-1
PAN,02-P-011008,02-P-011008,,B-1
PAN,02-P-011010,02-P-011010,,A-1
PAN,02-P-011011,02-P-011011,,B-1
PAN,02-P-011013,02-P-011013,,B-2
PAN,02-P-011015,02-P-011015,,A-1
PAN,02-P-011016,02-P-011016,,B-1
PAN,02-P-011020,02-P-011020,,B-1
PAN,02-P-011022,02-P-011022,,A-1
PAN,02-P-011023,02-P-011023,,B-1
PAN,02-P-011024,02-P-011024,,B-1
PAN,02-P-011026,02-P-011026,,B-2
PAN,02-P-011027,02-P-011027,,B-1
PAN,02-P-011028,02-P-011028,,A-3
PAN,02-P-011029,02-P-011029,,B-2
PAN,02-P-011031,02-P-011031,,B-1
PAN,02-P-011032,02-P-011032,,B-2
PAN,02-P-011033,02-P-011033,,B-1
PAN,02-P-011036,02-P-011036,,B-4
PAN,02-P-011038,02-P-011038,,B-2
PAN,02-P-011045,02-P-011045,,A-1
PAN,02-P-011049,02-P-011049,,A-1
PAN,02-P-011051,02-P-011051,,B-4
PAN,02-P-011055,02-P-011055,,B-4
PAN,02-P-011056,02-P-011056,,A-1
PAN,02-P-011057,02-P-011057,,A-1
PAN,02-P-011059,02-P-011059,,A-1
PAN,02-P-011060,02-P-011060,,A-1
PAN,02-P-011065,02-P-011065,,A-1
PAN,02-P-011067,02-P-011067,,A-1
PAN,02-P-011068,02-P-011068,,A-3
PAN,02-P-011075,02-P-011075,,B-2
PAN,02-P-011083,02-P-011083,,B-1
PAN,02-P-011085,02-P-011085,,A-1
PAN,02-P-011086,02-P-011086,,A-1
PAN,02-P-011097,02-P-011097,,B-4
PAN,02-P-011102,02-P-011102,,B-1
PAN,02-P-011103,02-P-011103,,B-4
PAN,02-P-011108,02-P-011108,,A-1
PAN,02-P-011110,02-P-011110,,A-3
PAN,02-P-011115,02-P-011115,,B-1
PAN,02-P-011116,02-P-011116,,B-4
PAN,02-P-011121,02-P-011121,,B-4
PAN,02-P-011126,02-P-011126,,A-1
PAN,02-P-011127,02-P-011127,,A-1
PAN,02-P-011128,02-P-011128,,B-2
PAN,02-P-011133,02-P-011133,,B-4
PAN,02-P-011137,02-P-011137,,B-1
PAN,02-P-011145,02-P-011145,,B-4
PAN,02-P-011146,02-P-011146,,B-1
PAN,02-P-011147,02-P-011147,,A-1
PAN,02-P-011149,02-P-011149,,B-4
PAN,02-P-011153,02-P-011153,,B-4
PAN,02-P-011161,02-P-011161,,A-1
PAN,02-P-011162,02-P-011162,,B-1
PAN,02-P-011163,02-P-011163,,B-1
PAN,02-P-011167,02-P-011167,,B-2
PAN,02-P-011169,02-P-011169,,B-3
PAN,02-P-011172,02-P-011172,,B-2
PAN,02-P-011174,02-P-011174,,B-2
PAN,02-P-011177,02-P-011177,,B-2
PAN,02-P-011178,02-P-011178,,B-1
PAN,02-P-011179,02-P-011179,,A-1
PAN,02-P-011180,02-P-011180,,B-4
PAN,02-P-011182,02-P-011182,,B-1
PAN,02-P-011184,02-P-011184,,A-1
PAN,02-P-011185,02-P-011185,,B-3
PAN,02-P-011187,02-P-011187,,B-1
PAN,02-P-011193,02-P-011193,,B-1
PAN,02-P-011194,02-P-011194,,B-2
PAN,02-P-011197,02-P-011197,,A-1
PAN,02-P-011198,02-P-011198,,B-2
PAN,02-P-011199,02-P-011199,,B-4
PAN,02-P-011200,02-P-011200,,B-1
PAN,02-P-011201,02-P-011201,,A-1
PAN,02-P-011202,02-P-011202,,B-4
PAN,02-P-011205,02-P-011205,,B-4
PAN,02-P-011207,02-P-011207,,A-1
PAN,02-P-011214,02-P-011214,,A-1
PAN,02-P-011215,02-P-011215,,A-1
PAN,02-P-011216,02-P-011216,,A-1
PAN,02-P-011219,02-P-011219,,A-1
PAN,02-P-011221,02-P-011221,,B-3
PAN,02-P-011222,02-P-011222,,A-1
PAN,02-P-011223,02-P-011223,,A-1
PAN,02-P-011224,02-P-011224,,A-1
PAN,02-P-011226,02-P-011226,,B-4
PAN,02-P-011227,02-P-011227,,A-1
PAN,02-P-011232,02-P-011232,,A-1
PAN,02-P-011238,02-P-011238,,B-2
PAN,02-P-011239,02-P-011239,,B-2
PAN,02-P-011245,02-P-011245,,B-4
PAN,02-P-011246,02-P-011246,,A-3
PAN,02-P-011247,02-P-011247,,B-1
PAN,02-P-011252,02-P-011252,,B-1
PAN,02-P-011257,02-P-011257,,B-1
PAN,02-P-011259,02-P-011259,,A-1
PAN,02-P-011260,02-P-011260,,B-1
PAN,02-P-011261,02-P-011261,,A-1
PAN,02-P-011262,02-P-011262,,B-1
PAN,02-P-011263,02-P-011263,,A-1
PAN,02-P-011264,02-P-011264,,B-4
PAN,02-P-011270,02-P-011270,,B-1
PAN,02-P-011272,02-P-011272,,B-4
PAN,02-P-011273,02-P-011273,,A-1
PAN,02-P-011276,02-P-011276,,A-3
PAN,02-P-011277,02-P-011277,,B-1
PAN,02-P-011281,02-P-011281,,B-2
PAN,02-P-011282,02-P-011282,,A-1
PAN,02-P-011286,02-P-011286,,A-1
PAN,02-P-011287,02-P-011287,,B-5
PAN,02-P-011288,02-P-011288,,A-1
PAN,02-P-011290,02-P-011290,,B-1
PAN,02-P-011291,02-P-011291,,B-3
PAN,02-P-011297,02-P-011297,,B-4
PAN,02-P-011299,02-P-011299,,A-1
PAN,02-P-011300,02-P-011300,,B-1
PAN,02-P-011302,02-P-011302,,A-1
PAN,02-P-011304,02-P-011304,,B-1
PAN,02-P-011305,02-P-011305,,B-4
PAN,02-P-011309,02-P-011309,,B-2
PAN,02-P-011314,02-P-011314,,B-4
PAN,02-P-011315,02-P-011315,,B-2
PAN,02-P-011316,02-P-011316,,B-1
PAN,02-P-011317,02-P-011317,,B-1
PAN,02-P-011319,02-P-011319,,A-1
PAN,02-P-011323,02-P-011323,,B-1
PAN,02-P-011324,02-P-011324,,B-4
PAN,02-P-011325,02-P-011325,,B-1
PAN,02-P-011329,02-P-011329,,A-1
PAN,02-P-011330,02-P-011330,,A-1
PAN,02-P-011332,02-P-011332,,B-1
PAN,02-P-011333,02-P-011333,,B-4
PAN,02-P-011335,02-P-011335,,A-1
PAN,02-P-011336,02-P-011336,,A-3
PAN,02-P-011337,02-P-011337,,B-2
PAN,02-P-011338,02-P-011338,,B-1
PAN,02-P-011340,02-P-011340,,B-2
PAN,02-P-011343,02-P-011343,,B-1
PAN,02-P-011344,02-P-011344,,B-2
PAN,02-P-011347,02-P-011347,,A-1
PAN,02-P-011352,02-P-011352,,B-1
PAN,02-P-011354,02-P-011354,,B-1
PAN,02-P-011356,02-P-011356,,B-4
PAN,02-P-011358,02-P-011358,,B-1
PAN,02-P-011359,02-P-011359,,A-1
PAN,02-P-011361,02-P-011361,,A-1
PAN,02-P-011363,02-P-011363,,B-1
PAN,02-P-011364,02-P-011364,,A-1
PAN,02-P-011366,02-P-011366,,A-1
PAN,02-P-011371,02-P-011371,,A-3
PAN,02-P-011372,02-P-011372,,B-2
PAN,02-P-011373,02-P-011373,,A-1
PAN,02-P-011374,02-P-011374,,A-1
PAN,02-P-011377,02-P-011377,,B-1
PAN,02-P-011378,02-P-011378,,B-2
PAN,02-P-011379,02-P-011379,,A-1
PAN,02-P-011382,02-P-011382,,B-1
PAN,02-P-011384,02-P-011384,,B-1
PAN,02-P-011385,02-P-011385,,B-2
PAN,02-P-011388,02-P-011388,,A-3
PAN,02-P-011390,02-P-011390,,B-1
PAN,02-P-011391,02-P-011391,,B-2
PAN,02-P-011392,02-P-011392,,A-1
PAN,02-P-011393,02-P-011393,,B-2
PAN,02-P-011397,02-P-011397,,B-2
PAN,02-P-011400,02-P-011400,,B-2
PAN,02-P-011403,02-P-011403,,B-2
PAN,02-P-011405,02-P-011405,,B-4
PAN,02-P-011409,02-P-011409,,B-2
PAN,02-P-011411,02-P-011411,,B-1
PAN,02-P-011413,02-P-011413,,B-2
PAN,02-P-011421,02-P-011421,,B-2
PAN,02-P-011422,02-P-011422,,A-1
PAN,02-P-011423,02-P-011423,,B-1
PAN,02-P-011424,02-P-011424,,B-1
PAN,02-P-011426,02-P-011426,,B-1
PAN,02-P-011429,02-P-011429,,A-1
PAN,02-P-011430,02-P-011430,,B-2
PAN,02-P-011431,02-P-011431,,A-1
PAN,02-P-011432,02-P-011432,,B-2
PAN,02-P-011435,02-P-011435,,B-2
PAN,02-P-011437,02-P-011437,,A-1
PAN,02-P-011438,02-P-011438,,A-3
PAN,02-P-011444,02-P-011444,,A-1
PAN,02-P-011445,02-P-011445,,B-4
PAN,02-P-011448,02-P-011448,,A-1
PAN,02-P-011451,02-P-011451,,B-5
PAN,02-P-011455,02-P-011455,,A-1
PAN,02-P-011456,02-P-011456,,A-1
PAN,02-P-011463,02-P-011463,,A-1
PAN,02-P-011466,02-P-011466,,B-4
PAN,02-P-011467,02-P-011467,,A-1
PAN,02-P-011469,02-P-011469,,B-4
PAN,02-P-011472,02-P-011472,,B-1
PAN,02-P-011474,02-P-011474,,B-4
PAN,02-P-011476,02-P-011476,,B-2
PAN,02-P-011478,02-P-011478,,B-1
PAN,02-P-011481,02-P-011481,,A-1
PAN,02-P-011486,02-P-011486,,B-2
PAN,02-P-011494,02-P-011494,,B-1
PAN,02-P-011496,02-P-011496,,B-2
PAN,02-P-011497,02-P-011497,,B-4
PAN,02-P-011498,02-P-011498,,B-4
PAN,02-P-011499,02-P-011499,,B-4
PAN,02-P-011500,02-P-011500,,B-1
PAN,02-P-011502,02-P-011502,,A-1
PAN,02-P-011503,02-P-011503,,B-1
PAN,02-P-011507,02-P-011507,,A-1
PAN,02-P-011508,02-P-011508,,A-1
PAN,02-P-011510,02-P-011510,,B-1
PAN,02-P-011517,02-P-011517,,A-1
PAN,02-P-011521,02-P-011521,,B-1
PAN,02-P-011523,02-P-011523,,A-1
PAN,02-P-011527,02-P-011527,,B-1
PAN,02-P-011528,02-P-011528,,A-1
PAN,02-P-011532,02-P-011532,,B-4
PAN,02-P-011538,02-P-011538,,B-1
PAN,02-P-011539,02-P-011539,,B-2
PAN,02-P-011545,02-P-011545,,B-4
PAN,02-P-011551,02-P-011551,,A-1
PAN,02-P-011552,02-P-011552,,B-2
PAN,02-P-011556,02-P-011556,,A-1
PAN,02-P-011558,02-P-011558,,A-1
PAN,02-P-011564,02-P-011564,,B-1
PAN,02-P-011566,02-P-011566,,B-3
PAN,02-P-011569,02-P-011569,,B-1
PAN,02-P-011574,02-P-011574,,B-1
PAN,02-P-011576,02-P-011576,,A-1
PAN,02-P-011578,02-P-011578,,A-1
PAN,02-P-011581,02-P-011581,,A-1
PAN,02-P-011585,02-P-011585,,B-1
PAN,02-P-011587,02-P-011587,,A-1
PAN,02-P-011591,02-P-011591,,B-2
PAN,02-P-011593,02-P-011593,,A-1
PAN,02-P-011595,02-P-011595,,B-4
PAN,02-P-011597,02-P-011597,,B-3
PAN,02-P-011601,02-P-011601,,B-3
PAN,02-P-011604,02-P-011604,,B-2
PAN,02-P-011611,02-P-011611,,B-2
PAN,02-P-011612,02-P-011612,,B-4
PAN,02-P-011613,02-P-011613,,B-3
PAN,02-P-011621,02-P-011621,,B-1
PAN,02-P-011622,02-P-011622,,A-1
PAN,02-P-011623,02-P-011623,,A-1
PAN,02-P-011625,02-P-011625,,A-1
PAN,02-P-011627,02-P-011627,,B-5
PAN,02-P-011633,02-P-011633,,B-2
PAN,02-P-011635,02-P-011635,,B-2
PAN,02-P-011636,02-P-011636,,A-1
PAN,02-P-011640,02-P-011640,,B-2
PAN,02-P-011641,02-P-011641,,A-1
PAN,02-P-011644,02-P-011644,,A-1
PAN,02-P-011645,02-P-011645,,B-2
PAN,02-P-011646,02-P-011646,,A-1
PAN,02-P-011647,02-P-011647,,B-1
PAN,02-P-011650,02-P-011650,,B-4
PAN,02-P-011651,02-P-011651,,B-1
PAN,02-P-011653,02-P-011653,,A-1
PAN,02-P-011656,02-P-011656,,A-1
PAN,02-P-011657,02-P-011657,,B-3
PAN,02-P-011658,02-P-011658,,B-2
PAN,02-P-011659,02-P-011659,,B-2
PAN,02-P-011662,02-P-011662,,B-1
PAN,02-P-011665,02-P-011665,,B-1
PAN,02-P-011670,02-P-011670,,B-3
PAN,02-P-011671,02-P-011671,,A-1
PAN,02-P-011672,02-P-011672,,A-1
PAN,02-P-011681,02-P-011681,,B-2
PAN,02-P-011683,02-P-011683,,B-2
PAN,02-P-011685,02-P-011685,,A-1
PAN,02-P-011687,02-P-011687,,B-4
PAN,02-P-011692,02-P-011692,,B-4
PAN,02-P-011693,02-P-011693,,B-4
PAN,02-P-011697,02-P-011697,,A-1
PAN,02-P-011698,02-P-011698,,B-2
PAN,02-P-011703,02-P-011703,,B-3
PAN,02-P-011705,02-P-011705,,A-1
PAN,02-P-011707,02-P-011707,,B-1
PAN,02-P-011708,02-P-011708,,A-1
PAN,02-P-011712,02-P-011712,,A-1
PAN,02-P-011714,02-P-011714,,B-4
PAN,02-P-011717,02-P-011717,,A-1
PAN,02-P-011718,02-P-011718,,B-2
PAN,02-P-011720,02-P-011720,,B-1
PAN,02-P-011721,02-P-011721,,B-4
PAN,02-P-011722,02-P-011722,,B-3
PAN,02-P-011723,02-P-011723,,A-3
PAN,02-P-011724,02-P-011724,,A-1
PAN,02-P-011726,02-P-011726,,B-1
PAN,02-P-011727,02-P-011727,,B-1
PAN,02-P-011728,02-P-011728,,B-1
PAN,02-P-011730,02-P-011730,,B-1
PAN,02-P-011734,02-P-011734,,B-1
PAN,02-P-011736,02-P-011736,,B-4
PAN,02-P-011740,02-P-011740,,B-4
PAN,02-P-011741,02-P-011741,,B-1
PAN,02-P-011744,02-P-011744,,A-1
PAN,02-P-011746,02-P-011746,,B-1
PAN,02-P-011748,02-P-011748,,B-2
PAN,02-P-011749,02-P-011749,,A-1
PAN,02-P-011753,02-P-011753,,B-1
PAN,02-P-011754,02-P-011754,,B-1
PAN,02-P-011758,02-P-011758,,B-1
PAN,02-P-011762,02-P-011762,,B-2
PAN,02-P-011766,02-P-011766,,B-4
PAN,02-P-011768,02-P-011768,,A-1
PAN,02-P-011778,02-P-011778,,B-3
PAN,02-P-011785,02-P-011785,,B-1
PAN,02-P-011788,02-P-011788,,B-3
PAN,02-P-011789,02-P-011789,,B-1
PAN,02-P-011790,02-P-011790,,B-2
PAN,02-P-011792,02-P-011792,,B-1
PAN,02-P-011793,02-P-011793,,A-3
PAN,02-P-011794,02-P-011794,,B-4
PAN,02-P-011796,02-P-011796,,B-2
PAN,02-P-011798,02-P-011798,,B-1
PAN,02-P-011800,02-P-011800,,B-2
PAN,02-P-011802,02-P-011802,,A-1
PAN,02-P-011804,02-P-011804,,B-4
PAN,02-P-011806,02-P-011806,,A-1
PAN,02-P-011807,02-P-011807,,B-1
PAN,02-P-011809,02-P-011809,,A-1
PAN,02-P-011811,02-P-011811,,B-1
PAN,02-P-011815,02-P-011815,,B-2
PAN,02-P-011816,02-P-011816,,B-4
PAN,02-P-011817,02-P-011817,,B-4
PAN,02-P-011818,02-P-011818,,B-4
PAN,02-P-011821,02-P-011821,,A-1
PAN,02-P-011822,02-P-011822,,A-1
PAN,02-P-011825,02-P-011825,,A-1
PAN,02-P-011829,02-P-011829,,B-4
PAN,02-P-011832,02-P-011832,,B-2
PAN,02-P-011833,02-P-011833,,B-1
PAN,02-P-011835,02-P-011835,,B-1
PAN,02-P-011836,02-P-011836,,B-1
PAN,02-P-011845,02-P-011845,,B-4
PAN,02-P-011846,02-P-011846,,B-4
PAN,02-P-011848,02-P-011848,,B-1
PAN,02-P-011849,02-P-011849,,B-1
PAN,02-P-011850,02-P-011850,,B-4
PAN,02-P-011851,02-P-011851,,A-1
PAN,02-P-011852,02-P-011852,,B-1
PAN,02-P-011853,02-P-011853,,A-1
PAN,02-P-011854,02-P-011854,,A-1
PAN,02-P-011856,02-P-011856,,B-1
PAN,02-P-011858,02-P-011858,,A-1
PAN,02-P-011861,02-P-011861,,B-4
PAN,02-P-011862,02-P-011862,,B-4
PAN,02-P-011863,02-P-011863,,B-1
PAN,02-P-011865,02-P-011865,,B-1
PAN,02-P-011867,02-P-011867,,B-4
PAN,02-P-011870,02-P-011870,,A-1
PAN,02-P-011871,02-P-011871,,B-4
PAN,02-P-011874,02-P-011874,,B-2
PAN,02-P-011880,02-P-011880,,A-1
PAN,02-P-011883,02-P-011883,,B-5
PAN,02-P-011884,02-P-011884,,A-3
PAN,02-P-011888,02-P-011888,,B-2
PAN,02-P-011889,02-P-011889,,B-1
PAN,02-P-011891,02-P-011891,,B-1
PAN,02-P-011892,02-P-011892,,B-3
PAN,02-P-011893,02-P-011893,,B-1
PAN,02-P-011894,02-P-011894,,B-1
PAN,02-P-011895,02-P-011895,,B-4
PAN,02-P-011896,02-P-011896,,A-1
PAN,02-P-011897,02-P-011897,,B-2
PAN,02-P-011898,02-P-011898,,A-1
PAN,02-P-011903,02-P-011903,,B-2
PAN,02-P-011907,02-P-011907,,B-1
PAN,02-P-011911,02-P-011911,,A-1
PAN,02-P-011913,02-P-011913,,B-4
PAN,02-P-011914,02-P-011914,,B-1
PAN,02-P-011915,02-P-011915,,A-1
PAN,02-P-011918,02-P-011918,,B-1
PAN,02-P-011919,02-P-011919,,B-1
PAN,02-P-011924,02-P-011924,,B-2
PAN,02-P-011925,02-P-011925,,A-1
PAN,02-P-011927,02-P-011927,,A-1
PAN,02-P-011929,02-P-011929,,B-1
PAN,02-P-011930,02-P-011930,,A-1
PAN,02-P-011931,02-P-011931,,B-1
PAN,02-P-011936,02-P-011936,,A-1
PAN,02-P-011944,02-P-011944,,A-1
PAN,02-P-011947,02-P-011947,,A-1
PAN,02-P-011952,02-P-011952,,B-4
PAN,02-P-011956,02-P-011956,,B-4
PAN,02-P-011959,02-P-011959,,B-3
PAN,02-P-011960,02-P-011960,,A-1
PAN,02-P-011962,02-P-011962,,B-4
PAN,02-P-011967,02-P-011967,,A-1
PAN,02-P-011968,02-P-011968,,A-1
PAN,02-P-011970,02-P-011970,,B-1
PAN,02-P-011971,02-P-011971,,B-1
PAN,02-P-011974,02-P-011974,,A-1
PAN,02-P-011982,02-P-011982,,A-3
PAN,02-P-011985,02-P-011985,,A-3
PAN,02-P-011986,02-P-011986,,B-1
PAN,02-P-011990,02-P-011990,,B-1
PAN,02-P-012002,02-P-012002,,B-4
PAN,02-P-012003,02-P-012003,,B-2
PAN,02-P-012007,02-P-012007,,B-1
PAN,02-P-012008,02-P-012008,,B-2
PAN,02-P-012009,02-P-012009,,B-2
PAN,02-P-012010,02-P-012010,,A-1
PAN,02-P-012013,02-P-012013,,B-2
PAN,02-P-012014,02-P-012014,,B-2
PAN,02-P-012017,02-P-012017,,B-3
PAN,02-P-012021,02-P-012021,,B-4
PAN,02-P-012024,02-P-012024,,A-1
PAN,02-P-012027,02-P-012027,,B-1
PAN,02-P-012032,02-P-012032,,B-2
PAN,02-P-012034,02-P-012034,,A-1
PAN,02-P-012036,02-P-012036,,B-2
PAN,02-P-012037,02-P-012037,,B-1
PAN,02-P-012038,02-P-012038,,B-2
PAN,02-P-012039,02-P-012039,,A-1
PAN,02-P-012041,02-P-012041,,A-1
PAN,02-P-012042,02-P-012042,,A-1
PAN,02-P-012044,02-P-012044,,A-3
PAN,02-P-012052,02-P-012052,,B-4
PAN,02-P-012053,02-P-012053,,B-4
PAN,02-P-012054,02-P-012054,,B-4
PAN,02-P-012056,02-P-012056,,B-1
PAN,02-P-012057,02-P-012057,,A-1
PAN,02-P-012058,02-P-012058,,B-1
PAN,02-P-012066,02-P-012066,,B-1
PAN,02-P-012067,02-P-012067,,B-1
PAN,02-P-012069,02-P-012069,,B-2
PAN,02-P-012070,02-P-012070,,A-1
PAN,02-P-012071,02-P-012071,,B-4
PAN,02-P-012072,02-P-012072,,B-2
PAN,02-P-012073,02-P-012073,,B-2
PAN,02-P-012075,02-P-012075,,A-1
PAN,02-P-012076,02-P-012076,,A-3
PAN,02-P-012080,02-P-012080,,B-2
PAN,02-P-012082,02-P-012082,,A-1
PAN,02-P-012085,02-P-012085,,B-4
PAN,02-P-012087,02-P-012087,,B-1
PAN,02-P-012088,02-P-012088,,B-1
PAN,02-P-012091,02-P-012091,,A-1
PAN,02-P-012092,02-P-012092,,B-1
PAN,02-P-012096,02-P-012096,,B-4
PAN,02-P-012097,02-P-012097,,B-4
PAN,02-P-012099,02-P-012099,,B-1
PAN,02-P-012101,02-P-012101,,A-1
PAN,02-P-012105,02-P-012105,,A-1
PAN,02-P-012106,02-P-012106,,B-2
PAN,02-P-012107,02-P-012107,,A-1
PAN,02-P-012108,02-P-012108,,B-4
PAN,02-P-012109,02-P-012109,,A-1
PAN,02-P-012112,02-P-012112,,B-2
PAN,02-P-012114,02-P-012114,,B-1
PAN,02-P-012115,02-P-012115,,B-1
PAN,02-P-012116,02-P-012116,,B-4
PAN,02-P-012118,02-P-012118,,B-1
PAN,02-P-012119,02-P-012119,,B-1
PAN,02-P-012123,02-P-012123,,B-3
PAN,02-P-012124,02-P-012124,,B-1
PAN,02-P-012125,02-P-012125,,B-1
PAN,02-P-012128,02-P-012128,,B-1
PAN,02-P-012129,02-P-012129,,A-1
PAN,02-P-012130,02-P-012130,,B-1
PAN,02-P-012131,02-P-012131,,B-2
PAN,02-P-012132,02-P-012132,,A-1
PAN,02-P-012133,02-P-012133,,B-3
PAN,02-P-012135,02-P-012135,,B-1
PAN,02-P-012136,02-P-012136,,B-1
PAN,02-P-012137,02-P-012137,,B-2
PAN,02-P-012139,02-P-012139,,B-1
PAN,02-P-012143,02-P-012143,,B-2
PAN,02-P-012147,02-P-012147,,B-1
PAN,02-P-012148,02-P-012148,,B-2
PAN,02-P-012149,02-P-012149,,B-4
PAN,02-P-012152,02-P-012152,,A-1
PAN,02-P-012157,02-P-012157,,A-1
PAN,02-P-012158,02-P-012158,,B-4
PAN,02-P-012159,02-P-012159,,B-4
PAN,02-P-012160,02-P-012160,,B-4
PAN,02-P-012163,02-P-012163,,B-1
PAN,02-P-012164,02-P-012164,,B-1
PAN,02-P-012165,02-P-012165,,B-3
PAN,02-P-012166,02-P-012166,,A-1
PAN,02-P-012167,02-P-012167,,B-3
PAN,02-P-012169,02-P-012169,,A-1
PAN,02-P-012172,02-P-012172,,A-1
PAN,02-P-012175,02-P-012175,,A-3
PAN,02-P-012176,02-P-012176,,B-1
PAN,02-P-012178,02-P-012178,,B-4
PAN,02-P-012182,02-P-012182,,A-1
PAN,02-P-012188,02-P-012188,,A-1
PAN,02-P-012190,02-P-012190,,B-3
PAN,02-P-012197,02-P-012197,,A-1
PAN,02-P-012198,02-P-012198,,B-4
PAN,02-P-012199,02-P-012199,,B-4
PAN,02-P-012200,02-P-012200,,A-1
PAN,02-P-012201,02-P-012201,,B-1
PAN,02-P-012203,02-P-012203,,B-1
